modelID,type,accountID,isMain,isSAR,scheduleID
15,fan_in,59,False,False,2
16,forward,1352,False,False,2
16,forward,40,False,False,2
16,forward,597,True,False,2
17,mutual,498,True,False,2
17,mutual,10,False,False,2
18,periodical,498,True,False,2
18,periodical,10,False,False,2
19,single,1225,False,False,2
19,single,499,True,False,2
20,fan_out,130,True,False,2
20,fan_out,39,False,False,2
20,fan_out,41,False,False,2
20,fan_out,43,False,False,2
20,fan_out,15,False,False,2
20,fan_out,176,False,False,2
20,fan_out,721,False,False,2
20,fan_out,20,False,False,2
20,fan_out,250,False,False,2
20,fan_out,62,False,False,2
20,fan_out,95,False,False,2
21,fan_in,2,False,False,2
21,fan_in,345,False,False,2
21,fan_in,41,False,False,2
21,fan_in,328,True,False,2
21,fan_in,76,False,False,2
21,fan_in,844,False,False,2
21,fan_in,85,False,False,2
21,fan_in,118,False,False,2
21,fan_in,983,False,False,2
21,fan_in,281,False,False,2
21,fan_in,30,False,False,2
22,forward,32,False,False,2
22,forward,598,True,False,2
22,forward,367,False,False,2
23,mutual,1225,False,False,2
23,mutual,499,True,False,2
24,periodical,1225,False,False,2
24,periodical,499,True,False,2
25,single,500,True,False,2
25,single,447,False,False,2
26,fan_out,131,True,False,2
26,fan_out,1252,False,False,2
26,fan_out,101,False,False,2
26,fan_out,231,False,False,2
26,fan_out,106,False,False,2
26,fan_out,11,False,False,2
26,fan_out,652,False,False,2
26,fan_out,13,False,False,2
26,fan_out,50,False,False,2
26,fan_out,119,False,False,2
26,fan_out,29,False,False,2
27,fan_in,67,False,False,2
27,fan_in,422,False,False,2
27,fan_in,329,True,False,2
27,fan_in,78,False,False,2
27,fan_in,15,False,False,2
27,fan_in,80,False,False,2
27,fan_in,273,False,False,2
27,fan_in,750,False,False,2
27,fan_in,276,False,False,2
27,fan_in,21,False,False,2
27,fan_in,88,False,False,2
28,forward,99,False,False,2
28,forward,4,False,False,2
28,forward,599,True,False,2
29,mutual,500,True,False,2
29,mutual,447,False,False,2
30,periodical,500,True,False,2
30,periodical,447,False,False,2
31,single,42,False,False,2
31,single,501,True,False,2
32,fan_out,32,False,False,2
32,fan_out,132,True,False,2
32,fan_out,42,False,False,2
32,fan_out,12,False,False,2
32,fan_out,17,False,False,2
32,fan_out,49,False,False,2
32,fan_out,21,False,False,2
32,fan_out,375,False,False,2
32,fan_out,24,False,False,2
32,fan_out,29,False,False,2
32,fan_out,127,False,False,2
33,fan_in,6,False,False,2
33,fan_in,72,False,False,2
33,fan_in,330,True,False,2
33,fan_in,242,False,False,2
33,fan_in,373,False,False,2
33,fan_in,536,False,False,2
33,fan_in,57,False,False,2
33,fan_in,26,False,False,2
33,fan_in,28,False,False,2
33,fan_in,61,False,False,2
33,fan_in,30,False,False,2
34,forward,600,True,False,2
34,forward,361,False,False,2
34,forward,11,False,False,2
35,mutual,42,False,False,2
35,mutual,501,True,False,2
36,periodical,42,False,False,2
36,periodical,501,True,False,2
37,single,730,False,False,2
37,single,502,True,False,2
38,fan_out,32,False,False,2
38,fan_out,34,False,False,2
38,fan_out,37,False,False,2
38,fan_out,327,False,False,2
38,fan_out,43,False,False,2
38,fan_out,46,False,False,2
38,fan_out,15,False,False,2
38,fan_out,16,False,False,2
38,fan_out,120,True,False,2
38,fan_out,604,False,False,2
38,fan_out,30,False,False,2
39,fan_in,32,False,False,2
39,fan_in,356,False,False,2
39,fan_in,230,False,False,2
39,fan_in,331,True,False,2
39,fan_in,18,False,False,2
39,fan_in,117,False,False,2
39,fan_in,24,False,False,2
39,fan_in,57,False,False,2
39,fan_in,27,False,False,2
39,fan_in,29,False,False,2
39,fan_in,539,False,False,2
40,forward,601,True,False,2
40,forward,26,False,False,2
40,forward,45,False,False,2
41,mutual,730,False,False,2
41,mutual,502,True,False,2
42,periodical,730,False,False,2
42,periodical,502,True,False,2
43,single,12,False,False,2
43,single,503,True,False,2
44,fan_out,6,False,False,2
44,fan_out,122,True,False,2
44,fan_out,11,False,False,2
44,fan_out,314,False,False,2
44,fan_out,46,False,False,2
44,fan_out,17,False,False,2
44,fan_out,18,False,False,2
44,fan_out,118,False,False,2
44,fan_out,312,False,False,2
44,fan_out,56,False,False,2
44,fan_out,574,False,False,2
45,fan_in,64,False,False,2
45,fan_in,69,False,False,2
45,fan_in,6,False,False,2
45,fan_in,76,False,False,2
45,fan_in,332,True,False,2
45,fan_in,14,False,False,2
45,fan_in,51,False,False,2
45,fan_in,437,False,False,2
45,fan_in,24,False,False,2
45,fan_in,410,False,False,2
45,fan_in,29,False,False,2
46,forward,33,False,False,2
46,forward,602,True,False,2
47,mutual,12,False,False,2
47,mutual,503,True,False,2
48,periodical,12,False,False,2
48,periodical,503,True,False,2
49,single,504,True,False,2
49,single,103,False,False,2
50,fan_out,954,False,False,2
50,fan_out,358,False,False,2
50,fan_out,41,False,False,2
50,fan_out,74,False,False,2
50,fan_out,44,False,False,2
50,fan_out,16,False,False,2
50,fan_out,145,False,False,2
50,fan_out,26,False,False,2
50,fan_out,123,True,False,2
50,fan_out,29,False,False,2
50,fan_out,30,False,False,2
51,fan_in,32,False,False,2
51,fan_in,2,False,False,2
51,fan_in,6,False,False,2
51,fan_in,333,True,False,2
51,fan_in,50,False,False,2
51,fan_in,52,False,False,2
51,fan_in,21,False,False,2
51,fan_in,182,False,False,2
51,fan_in,28,False,False,2
51,fan_in,61,False,False,2
51,fan_in,511,False,False,2
52,forward,26,False,False,2
52,forward,50,False,False,2
52,forward,603,True,False,2
53,mutual,504,True,False,2
53,mutual,103,False,False,2
54,periodical,504,True,False,2
54,periodical,103,False,False,2
55,single,24,False,False,2
55,single,505,True,False,2
56,fan_out,33,False,False,2
56,fan_out,5,False,False,2
56,fan_out,454,False,False,2
56,fan_out,42,False,False,2
56,fan_out,13,False,False,2
56,fan_out,337,False,False,2
56,fan_out,21,False,False,2
56,fan_out,119,False,False,2
56,fan_out,25,False,False,2
56,fan_out,26,False,False,2
56,fan_out,124,True,False,2
57,fan_in,96,False,False,2
57,fan_in,33,False,False,2
57,fan_in,1024,False,False,2
57,fan_in,931,False,False,2
57,fan_in,10,False,False,2
57,fan_in,11,False,False,2
57,fan_in,335,True,False,2
57,fan_in,1041,False,False,2
57,fan_in,755,False,False,2
57,fan_in,762,False,False,2
57,fan_in,31,False,False,2
58,forward,120,False,False,2
58,forward,604,True,False,2
58,forward,29,False,False,2
59,mutual,24,False,False,2
59,mutual,505,True,False,2
60,periodical,24,False,False,2
60,periodical,505,True,False,2
61,single,506,True,False,2
61,single,284,False,False,2
62,fan_out,33,False,False,2
62,fan_out,129,True,False,2
62,fan_out,6,False,False,2
62,fan_out,43,False,False,2
62,fan_out,907,False,False,2
62,fan_out,1037,False,False,2
62,fan_out,12,False,False,2
62,fan_out,15,False,False,2
62,fan_out,529,False,False,2
62,fan_out,20,False,False,2
62,fan_out,700,False,False,2
63,fan_in,67,False,False,2
63,fan_in,4,False,False,2
63,fan_in,37,False,False,2
63,fan_in,5,False,False,2
63,fan_in,42,False,False,2
63,fan_in,330,False,False,2
63,fan_in,175,False,False,2
63,fan_in,336,True,False,2
63,fan_in,57,False,False,2
63,fan_in,59,False,False,2
63,fan_in,1117,False,False,2
64,forward,13,False,False,2
64,forward,44,False,False,2
64,forward,605,True,False,2
65,mutual,506,True,False,2
65,mutual,284,False,False,2
66,periodical,506,True,False,2
66,periodical,284,False,False,2
67,single,507,True,False,2
67,single,149,False,False,2
68,fan_out,33,False,False,2
68,fan_out,97,False,False,2
68,fan_out,133,True,False,2
68,fan_out,45,False,False,2
68,fan_out,114,False,False,2
68,fan_out,24,False,False,2
68,fan_out,1401,False,False,2
68,fan_out,347,False,False,2
68,fan_out,28,False,False,2
68,fan_out,157,False,False,2
68,fan_out,63,False,False,2
69,fan_in,833,False,False,2
69,fan_in,387,False,False,2
69,fan_in,771,False,False,2
69,fan_in,39,False,False,2
69,fan_in,42,False,False,2
69,fan_in,523,False,False,2
69,fan_in,16,False,False,2
69,fan_in,339,True,False,2
69,fan_in,53,False,False,2
69,fan_in,24,False,False,2
69,fan_in,27,False,False,2
70,forward,8,False,False,2
70,forward,50,False,False,2
70,forward,606,True,False,2
71,mutual,507,True,False,2
71,mutual,149,False,False,2
72,periodical,507,True,False,2
72,periodical,149,False,False,2
73,single,136,False,False,2
73,single,508,True,False,2
74,fan_out,290,False,False,2
74,fan_out,6,False,False,2
74,fan_out,134,True,False,2
74,fan_out,40,False,False,2
74,fan_out,683,False,False,2
74,fan_out,77,False,False,2
74,fan_out,173,False,False,2
74,fan_out,13,False,False,2
74,fan_out,146,False,False,2
74,fan_out,188,False,False,2
74,fan_out,990,False,False,2
75,fan_in,643,False,False,2
75,fan_in,9,False,False,2
75,fan_in,12,False,False,2
75,fan_in,305,False,False,2
75,fan_in,51,False,False,2
75,fan_in,340,True,False,2
75,fan_in,85,False,False,2
75,fan_in,182,False,False,2
75,fan_in,23,False,False,2
75,fan_in,24,False,False,2
75,fan_in,30,False,False,2
76,forward,52,False,False,2
76,forward,45,False,False,2
76,forward,607,True,False,2
77,mutual,136,False,False,2
77,mutual,508,True,False,2
78,periodical,136,False,False,2
78,periodical,508,True,False,2
79,single,436,False,False,2
79,single,509,True,False,2
80,fan_out,290,False,False,2
80,fan_out,135,True,False,2
80,fan_out,9,False,False,2
80,fan_out,42,False,False,2
80,fan_out,394,False,False,2
80,fan_out,14,False,False,2
80,fan_out,338,False,False,2
80,fan_out,50,False,False,2
80,fan_out,119,False,False,2
80,fan_out,25,False,False,2
80,fan_out,1083,False,False,2
81,fan_in,34,False,False,2
81,fan_in,67,False,False,2
81,fan_in,36,False,False,2
81,fan_in,10,False,False,2
81,fan_in,13,False,False,2
81,fan_in,15,False,False,2
81,fan_in,20,False,False,2
81,fan_in,949,False,False,2
81,fan_in,22,False,False,2
81,fan_in,341,True,False,2
81,fan_in,89,False,False,2
82,forward,608,True,False,2
82,forward,264,False,False,2
82,forward,120,False,False,2
83,mutual,436,False,False,2
83,mutual,509,True,False,2
84,periodical,436,False,False,2
84,periodical,509,True,False,2
85,single,739,False,False,2
85,single,510,True,False,2
86,fan_out,64,False,False,2
86,fan_out,1027,False,False,2
86,fan_out,10,False,False,2
86,fan_out,13,False,False,2
86,fan_out,14,False,False,2
86,fan_out,80,False,False,2
86,fan_out,20,False,False,2
86,fan_out,725,False,False,2
86,fan_out,89,False,False,2
86,fan_out,27,False,False,2
86,fan_out,219,False,False,2
86,fan_out,731,False,False,2
86,fan_out,28,False,False,2
86,fan_out,32,False,False,2
86,fan_out,33,False,False,2
86,fan_out,107,True,False,2
86,fan_out,118,False,False,2
87,fan_in,32,False,False,2
87,fan_in,162,False,False,2
87,fan_in,450,False,False,2
87,fan_in,935,False,False,2
87,fan_in,41,False,False,2
87,fan_in,1033,False,False,2
87,fan_in,11,False,False,2
87,fan_in,376,False,False,2
87,fan_in,345,True,False,2
87,fan_in,58,False,False,2
87,fan_in,31,False,False,2
88,forward,40,False,False,2
88,forward,609,True,False,2
88,forward,175,False,False,2
89,mutual,739,False,False,2
89,mutual,510,True,False,2
90,periodical,739,False,False,2
90,periodical,510,True,False,2
91,single,333,False,False,2
91,single,511,True,False,2
92,fan_out,64,False,False,2
92,fan_out,1,True,False,2
92,fan_out,164,False,False,2
92,fan_out,584,False,False,2
92,fan_out,11,False,False,2
92,fan_out,13,False,False,2
92,fan_out,174,False,False,2
92,fan_out,81,False,False,2
92,fan_out,55,False,False,2
92,fan_out,26,False,False,2
92,fan_out,31,False,False,2
93,fan_in,36,False,False,2
93,fan_in,39,False,False,2
93,fan_in,109,False,False,2
93,fan_in,17,False,False,2
93,fan_in,1204,False,False,2
93,fan_in,22,False,False,2
93,fan_in,248,False,False,2
93,fan_in,25,False,False,2
93,fan_in,90,False,False,2
93,fan_in,348,True,False,2
93,fan_in,31,False,False,2
94,forward,610,True,False,2
94,forward,38,False,False,2
94,forward,191,False,False,2
95,mutual,333,False,False,2
95,mutual,511,True,False,2
96,periodical,333,False,False,2
96,periodical,511,True,False,2
97,single,512,True,False,2
97,single,315,False,False,2
98,fan_out,32,False,False,2
98,fan_out,65,False,False,2
98,fan_out,34,False,False,2
98,fan_out,36,False,False,2
98,fan_out,132,False,False,2
98,fan_out,105,True,False,2
98,fan_out,75,False,False,2
98,fan_out,12,False,False,2
98,fan_out,1168,False,False,2
98,fan_out,17,False,False,2
98,fan_out,93,False,False,2
98,fan_out,53,False,False,2
98,fan_out,57,False,False,2
98,fan_out,29,False,False,2
98,fan_out,350,False,False,2
98,fan_out,31,False,False,2
99,fan_in,546,False,False,2
99,fan_in,37,False,False,2
99,fan_in,103,False,False,2
99,fan_in,1002,False,False,2
99,fan_in,11,False,False,2
99,fan_in,141,False,False,2
99,fan_in,462,False,False,2
99,fan_in,17,False,False,2
99,fan_in,340,False,False,2
99,fan_in,24,False,False,2
99,fan_in,349,True,False,2
100,forward,611,True,False,2
100,forward,182,False,False,2
100,forward,30,False,False,2
101,mutual,512,True,False,2
101,mutual,315,False,False,2
102,periodical,512,True,False,2
102,periodical,315,False,False,2
103,single,513,True,False,2
103,single,729,False,False,2
104,fan_out,900,False,False,2
104,fan_out,7,False,False,2
104,fan_out,10,False,False,2
104,fan_out,12,False,False,2
104,fan_out,13,False,False,2
104,fan_out,401,False,False,2
104,fan_out,979,False,False,2
104,fan_out,20,False,False,2
104,fan_out,277,False,False,2
104,fan_out,22,False,False,2
104,fan_out,33,False,False,2
104,fan_out,168,False,False,2
104,fan_out,45,False,False,2
104,fan_out,110,True,False,2
104,fan_out,241,False,False,2
104,fan_out,51,False,False,2
104,fan_out,761,False,False,2
104,fan_out,122,False,False,2
105,fan_in,35,False,False,2
105,fan_in,39,False,False,2
105,fan_in,871,False,False,2
105,fan_in,105,False,False,2
105,fan_in,1162,False,False,2
105,fan_in,17,False,False,2
105,fan_in,19,False,False,2
105,fan_in,25,False,False,2
105,fan_in,218,False,False,2
105,fan_in,381,False,False,2
105,fan_in,350,True,False,2
106,forward,612,True,False,2
106,forward,15,False,False,2
106,forward,92,False,False,2
107,mutual,513,True,False,2
107,mutual,729,False,False,2
108,periodical,513,True,False,2
108,periodical,729,False,False,2
109,single,514,True,False,2
109,single,130,False,False,2
110,fan_out,320,False,False,2
110,fan_out,65,False,False,2
110,fan_out,11,False,False,2
110,fan_out,1424,False,False,2
110,fan_out,17,False,False,2
110,fan_out,22,False,False,2
110,fan_out,23,False,False,2
110,fan_out,218,False,False,2
110,fan_out,29,False,False,2
110,fan_out,97,False,False,2
110,fan_out,34,False,False,2
110,fan_out,43,False,False,2
110,fan_out,620,False,False,2
110,fan_out,111,True,False,2
110,fan_out,49,False,False,2
110,fan_out,563,False,False,2
110,fan_out,52,False,False,2
110,fan_out,53,False,False,2
110,fan_out,314,False,False,2
111,fan_in,768,False,False,2
111,fan_in,65,False,False,2
111,fan_in,2,True,False,2
111,fan_in,12,False,False,2
111,fan_in,20,False,False,2
111,fan_in,22,False,False,2
111,fan_in,88,False,False,2
111,fan_in,25,False,False,2
111,fan_in,26,False,False,2
111,fan_in,28,False,False,2
111,fan_in,36,False,False,2
111,fan_in,37,False,False,2
111,fan_in,40,False,False,2
111,fan_in,42,False,False,2
111,fan_in,48,False,False,2
111,fan_in,432,False,False,2
111,fan_in,766,False,False,2
112,forward,61,False,False,2
112,forward,613,True,False,2
112,forward,358,False,False,2
113,mutual,514,True,False,2
113,mutual,130,False,False,2
114,periodical,514,True,False,2
114,periodical,130,False,False,2
115,single,515,True,False,2
115,single,36,False,False,2
116,fan_out,642,False,False,2
116,fan_out,5,False,False,2
116,fan_out,8,False,False,2
116,fan_out,73,False,False,2
116,fan_out,9,False,False,2
116,fan_out,17,False,False,2
116,fan_out,24,False,False,2
116,fan_out,27,False,False,2
116,fan_out,30,False,False,2
116,fan_out,32,False,False,2
116,fan_out,34,False,False,2
116,fan_out,100,False,False,2
116,fan_out,103,False,False,2
116,fan_out,553,False,False,2
116,fan_out,112,True,False,2
116,fan_out,49,False,False,2
116,fan_out,373,False,False,2
116,fan_out,251,False,False,2
117,fan_in,39,False,False,2
117,fan_in,8,False,False,2
117,fan_in,7,False,False,2
117,fan_in,10,False,False,2
117,fan_in,1032,False,False,2
117,fan_in,12,False,False,2
117,fan_in,464,False,False,2
117,fan_in,369,False,False,2
117,fan_in,115,False,False,2
117,fan_in,435,False,False,2
117,fan_in,1271,False,False,2
117,fan_in,121,True,False,2
117,fan_in,958,False,False,2
118,forward,40,False,False,2
118,forward,66,False,False,2
118,forward,614,True,False,2
119,mutual,515,True,False,2
119,mutual,36,False,False,2
120,periodical,515,True,False,2
120,periodical,36,False,False,2
121,single,10,False,False,2
121,single,516,True,False,2
122,fan_out,8,False,False,2
122,fan_out,392,False,False,2
122,fan_out,1356,False,False,2
122,fan_out,589,False,False,2
122,fan_out,654,False,False,2
122,fan_out,15,False,False,2
122,fan_out,18,False,False,2
122,fan_out,1045,False,False,2
122,fan_out,539,False,False,2
122,fan_out,31,False,False,2
122,fan_out,33,False,False,2
122,fan_out,35,False,False,2
122,fan_out,995,False,False,2
122,fan_out,114,True,False,2
122,fan_out,56,False,False,2
122,fan_out,122,False,False,2
122,fan_out,190,False,False,2
123,fan_in,32,False,False,2
123,fan_in,132,False,False,2
123,fan_in,70,False,False,2
123,fan_in,8,False,False,2
123,fan_in,40,False,False,2
123,fan_in,12,False,False,2
123,fan_in,15,False,False,2
123,fan_in,48,False,False,2
123,fan_in,80,False,False,2
123,fan_in,18,False,False,2
123,fan_in,979,False,False,2
123,fan_in,22,False,False,2
123,fan_in,29,False,False,2
123,fan_in,127,True,False,2
124,forward,972,False,False,2
124,forward,69,False,False,2
124,forward,615,True,False,2
125,mutual,10,False,False,2
125,mutual,516,True,False,2
126,periodical,10,False,False,2
126,periodical,516,True,False,2
127,single,517,True,False,2
127,single,30,False,False,2
128,fan_out,128,False,False,2
128,fan_out,3,False,False,2
128,fan_out,584,False,False,2
128,fan_out,715,False,False,2
128,fan_out,14,False,False,2
128,fan_out,15,False,False,2
128,fan_out,16,False,False,2
128,fan_out,17,False,False,2
128,fan_out,18,False,False,2
128,fan_out,93,False,False,2
128,fan_out,31,False,False,2
128,fan_out,32,False,False,2
128,fan_out,35,False,False,2
128,fan_out,37,False,False,2
128,fan_out,229,False,False,2
128,fan_out,38,False,False,2
128,fan_out,115,True,False,2
128,fan_out,121,False,False,2
128,fan_out,63,False,False,2
129,fan_in,3,False,False,2
129,fan_in,7,False,False,2
129,fan_in,137,False,False,2
129,fan_in,10,False,False,2
129,fan_in,458,False,False,2
129,fan_in,13,False,False,2
129,fan_in,14,False,False,2
129,fan_in,15,False,False,2
129,fan_in,143,False,False,2
129,fan_in,19,False,False,2
129,fan_in,21,False,False,2
129,fan_in,409,False,False,2
129,fan_in,25,False,False,2
129,fan_in,28,False,False,2
129,fan_in,158,False,False,2
129,fan_in,36,False,False,2
129,fan_in,102,True,False,2
129,fan_in,103,False,False,2
129,fan_in,44,False,False,2
129,fan_in,46,False,False,2
129,fan_in,58,False,False,2
129,fan_in,1020,False,False,2
129,fan_in,446,False,False,2
130,forward,616,True,False,2
130,forward,9,False,False,2
130,forward,328,False,False,2
131,mutual,517,True,False,2
131,mutual,30,False,False,2
132,periodical,517,True,False,2
132,periodical,30,False,False,2
133,single,26,False,False,2
133,single,518,True,False,2
134,fan_out,128,False,False,2
134,fan_out,129,False,False,2
134,fan_out,643,False,False,2
134,fan_out,73,False,False,2
134,fan_out,331,False,False,2
134,fan_out,12,False,False,2
134,fan_out,1357,False,False,2
134,fan_out,16,False,False,2
134,fan_out,17,False,False,2
134,fan_out,21,False,False,2
134,fan_out,154,False,False,2
134,fan_out,155,False,False,2
134,fan_out,27,False,False,2
134,fan_out,31,False,False,2
134,fan_out,104,False,False,2
134,fan_out,40,False,False,2
134,fan_out,47,False,False,2
134,fan_out,117,True,False,2
134,fan_out,56,False,False,2
135,fan_in,65,False,False,2
135,fan_in,3,False,False,2
135,fan_in,10,False,False,2
135,fan_in,12,False,False,2
135,fan_in,270,False,False,2
135,fan_in,15,False,False,2
135,fan_in,16,False,False,2
135,fan_in,1040,False,False,2
135,fan_in,22,False,False,2
135,fan_in,25,False,False,2
135,fan_in,91,True,False,2
135,fan_in,414,False,False,2
135,fan_in,94,False,False,2
135,fan_in,160,False,False,2
135,fan_in,289,False,False,2
135,fan_in,34,False,False,2
135,fan_in,35,False,False,2
135,fan_in,98,False,False,2
135,fan_in,37,False,False,2
135,fan_in,166,False,False,2
135,fan_in,44,False,False,2
135,fan_in,1005,False,False,2
135,fan_in,175,False,False,2
135,fan_in,53,False,False,2
136,forward,617,True,False,2
136,forward,85,False,False,2
136,forward,41,False,False,2
137,mutual,26,False,False,2
137,mutual,518,True,False,2
138,periodical,26,False,False,2
138,periodical,518,True,False,2
139,single,9,False,False,2
139,single,519,True,False,2
140,fan_out,16,False,False,2
140,fan_out,662,False,False,2
140,fan_out,343,False,False,2
140,fan_out,87,False,False,2
140,fan_out,22,False,False,2
140,fan_out,26,False,False,2
140,fan_out,30,False,False,2
140,fan_out,32,False,False,2
140,fan_out,33,False,False,2
140,fan_out,546,False,False,2
140,fan_out,34,False,False,2
140,fan_out,41,False,False,2
140,fan_out,110,False,False,2
140,fan_out,46,False,False,2
140,fan_out,119,True,False,2
140,fan_out,440,False,False,2
140,fan_out,57,False,False,2
140,fan_out,63,False,False,2
141,fan_in,963,False,False,2
141,fan_in,10,False,False,2
141,fan_in,267,False,False,2
141,fan_in,12,False,False,2
141,fan_in,205,False,False,2
141,fan_in,15,False,False,2
141,fan_in,1168,False,False,2
141,fan_in,21,False,False,2
141,fan_in,22,False,False,2
141,fan_in,24,False,False,2
141,fan_in,28,False,False,2
141,fan_in,158,False,False,2
141,fan_in,30,False,False,2
141,fan_in,94,True,False,2
141,fan_in,58,False,False,2
141,fan_in,554,False,False,2
141,fan_in,45,False,False,2
141,fan_in,46,False,False,2
141,fan_in,434,False,False,2
141,fan_in,53,False,False,2
141,fan_in,761,False,False,2
141,fan_in,442,False,False,2
141,fan_in,319,False,False,2
142,forward,618,True,False,2
142,forward,540,False,False,2
142,forward,154,False,False,2
143,mutual,9,False,False,2
143,mutual,519,True,False,2
144,periodical,9,False,False,2
144,periodical,519,True,False,2
145,single,520,True,False,2
145,single,42,False,False,2
146,fan_out,65,False,False,2
146,fan_out,199,False,False,2
146,fan_out,713,False,False,2
146,fan_out,13,False,False,2
146,fan_out,15,False,False,2
146,fan_out,18,False,False,2
146,fan_out,537,False,False,2
146,fan_out,25,False,False,2
146,fan_out,26,False,False,2
146,fan_out,540,False,False,2
146,fan_out,97,False,False,2
146,fan_out,161,False,False,2
146,fan_out,103,False,False,2
146,fan_out,39,False,False,2
146,fan_out,106,True,False,2
146,fan_out,368,False,False,2
146,fan_out,243,False,False,2
146,fan_out,59,False,False,2
146,fan_out,124,False,False,2
147,fan_in,3,False,False,2
147,fan_in,8,False,False,2
147,fan_in,12,False,False,2
147,fan_in,13,False,False,2
147,fan_in,1422,False,False,2
147,fan_in,1295,False,False,2
147,fan_in,18,False,False,2
147,fan_in,274,False,False,2
147,fan_in,20,False,False,2
147,fan_in,28,False,False,2
147,fan_in,989,False,False,2
147,fan_in,30,False,False,2
147,fan_in,32,False,False,2
147,fan_in,33,False,False,2
147,fan_in,37,False,False,2
147,fan_in,103,True,False,2
147,fan_in,106,False,False,2
147,fan_in,44,False,False,2
147,fan_in,172,False,False,2
147,fan_in,112,False,False,2
147,fan_in,53,False,False,2
147,fan_in,183,False,False,2
147,fan_in,504,False,False,2
148,forward,72,False,False,2
148,forward,619,True,False,2
148,forward,981,False,False,2
149,mutual,520,True,False,2
149,mutual,42,False,False,2
150,periodical,520,True,False,2
150,periodical,42,False,False,2
151,single,521,True,False,2
151,single,52,False,False,2
152,fan_out,453,False,False,2
152,fan_out,69,False,False,2
152,fan_out,7,False,False,2
152,fan_out,775,False,False,2
152,fan_out,75,False,False,2
152,fan_out,15,False,False,2
152,fan_out,592,False,False,2
152,fan_out,21,False,False,2
152,fan_out,24,False,False,2
152,fan_out,26,False,False,2
152,fan_out,96,False,False,2
152,fan_out,1376,False,False,2
152,fan_out,39,False,False,2
152,fan_out,681,False,False,2
152,fan_out,41,False,False,2
152,fan_out,108,True,False,2
152,fan_out,173,False,False,2
152,fan_out,689,False,False,2
152,fan_out,54,False,False,2
153,fan_in,4,False,False,2
153,fan_in,388,False,False,2
153,fan_in,69,False,False,2
153,fan_in,9,False,False,2
153,fan_in,1417,False,False,2
153,fan_in,204,False,False,2
153,fan_in,16,False,False,2
153,fan_in,18,False,False,2
153,fan_in,22,False,False,2
153,fan_in,24,False,False,2
153,fan_in,25,False,False,2
153,fan_in,88,False,False,2
153,fan_in,27,False,False,2
153,fan_in,1180,False,False,2
153,fan_in,92,True,False,2
153,fan_in,1440,False,False,2
153,fan_in,33,False,False,2
153,fan_in,34,False,False,2
153,fan_in,552,False,False,2
153,fan_in,41,False,False,2
153,fan_in,45,False,False,2
153,fan_in,430,False,False,2
153,fan_in,1336,False,False,2
154,forward,10,False,False,2
154,forward,620,True,False,2
154,forward,111,False,False,2
155,mutual,521,True,False,2
155,mutual,52,False,False,2
156,periodical,521,True,False,2
