step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isSAR,alertID
0,TRANSFER,7060.35,937,78439.85,71379.5,43,102905.64,109965.99,0,-1
0,TRANSFER,722.52,1340,96518.11,95795.59,80,59272.05,59994.57,0,-1
0,TRANSFER,3572.47,944,75737.22,72164.75,128,70030.15,73602.63,0,-1
0,TRANSFER,4261.32,215,79913.74,75652.42,86,73924.97,78186.29,0,-1
0,TRANSFER,2901.37,822,96848.96,93947.58,29,97503.18,100404.56,0,-1
0,TRANSFER,308.97,102,98929.47,98620.5,83,72217.5,72526.48,0,-1
0,TRANSFER,4101.8,44,63653.32,59551.52,560,74902.96,79004.77,0,-1
0,TRANSFER,8154.24,1203,84953.25,76799.01,26,62949.95,71104.19,0,-1
0,TRANSFER,7251.88,1021,62042.6,54790.72,24,53332.53,60584.41,0,-1
0,TRANSFER,8434.82,55,84735.68,76300.86,33,59443.26,67878.08,0,-1
0,TRANSFER,5718.39,12,84662.66,78944.27,52,69362.56,75080.96,0,-1
0,TRANSFER,2714.2,1162,94135.67,91421.46,350,71450.33,74164.53,0,-1
0,TRANSFER,7641.66,949,81392.0,73750.34,341,85678.24,93319.9,0,-1
0,TRANSFER,7792.91,1190,89347.21,81554.28,325,84953.07,92746.0,0,-1
0,TRANSFER,2873.53,610,52085.08,49211.55,38,83920.28,86793.82,0,-1
0,TRANSFER,6483.31,641,97316.9,90833.59,118,73924.11,80407.42,0,-1
0,TRANSFER,2301.52,1130,85074.47,82772.95,68,89188.32,91489.85,0,-1
0,TRANSFER,2602.91,1153,94436.29,91833.37,75,90906.82,93509.74,0,-1
0,TRANSFER,514.95,629,57412.8,56897.84,30,55751.12,56266.07,0,-1
0,TRANSFER,5066.81,391,79113.22,74046.4,571,60244.51,65311.33,0,-1
0,TRANSFER,5822.86,14,55914.6,50091.74,8,116636.92,122459.78,0,-1
0,TRANSFER,527.93,1420,90897.96,90370.02,227,69288.96,69816.9,0,-1
0,TRANSFER,4019.61,1422,74294.2,70274.59,103,92047.63,96067.25,0,-1
0,TRANSFER,4957.65,1205,89090.49,84132.83,954,90652.82,95610.48,0,-1
0,TRANSFER,7522.35,648,60129.82,52607.46,190,59330.53,66852.89,0,-1
0,TRANSFER,6392.78,1299,52243.6,45850.82,4,91267.85,97660.64,0,-1
0,TRANSFER,2096.37,872,65915.56,63819.18,30,56266.07,58362.44,0,-1
0,TRANSFER,5095.5,974,53346.89,48251.39,151,81030.6,86126.11,0,-1
0,TRANSFER,1938.11,1328,80252.17,78314.07,22,93592.16,95530.27,0,-1
0,TRANSFER,1490.84,868,72497.39,71006.54,47,57238.72,58729.56,0,-1
0,TRANSFER,4242.02,1360,68843.64,64601.62,33,67878.08,72120.1,0,-1
0,TRANSFER,4833.75,960,85110.75,80277.0,13,98213.61,103047.37,0,-1
0,TRANSFER,3276.24,606,69580.09,66303.85,8,122459.78,125736.02,0,-1
0,TRANSFER,4808.79,382,84630.82,79822.02,89,63074.6,67883.39,0,-1
0,TRANSFER,5944.06,894,67071.92,61127.85,74,72597.82,78541.89,0,-1
0,TRANSFER,396.69,967,64042.87,63646.17,30,58362.44,58759.14,0,-1
0,TRANSFER,1224.72,1302,93827.35,92602.62,41,96219.11,97443.84,0,-1
0,TRANSFER,8029.39,1357,51857.55,43828.16,117,60445.78,68475.17,0,-1
0,TRANSFER,2669.39,1433,98362.2,95692.8,38,86793.82,89463.22,0,-1
0,TRANSFER,5532.01,400,75504.21,69972.2,46,68646.0,74178.01,0,-1
0,TRANSFER,2146.92,809,93839.35,91692.43,73,95321.99,97468.91,0,-1
0,TRANSFER,9204.5,893,63757.07,54552.56,232,85620.99,94825.49,0,-1
0,TRANSFER,4989.96,1412,88562.11,83572.15,40,86085.56,91075.52,0,-1
0,TRANSFER,7796.7,1148,87724.52,79927.81,55,76300.86,84097.57,0,-1
0,TRANSFER,2790.92,875,89266.79,86475.87,39,74981.38,77772.3,0,-1
0,TRANSFER,9091.3,1160,85961.4,76870.1,90,71098.81,80190.11,0,-1
0,TRANSFER,7653.99,1373,75434.89,67780.9,30,58759.14,66413.13,0,-1
0,TRANSFER,5190.25,1388,75318.13,70127.87,197,95425.03,100615.29,0,-1
0,TRANSFER,7030.68,916,51064.98,44034.29,75,93509.74,100540.42,0,-1
0,TRANSFER,6567.31,1305,87956.53,81389.22,53,64871.99,71439.3,0,-1
0,TRANSFER,3865.13,6,69099.22,65234.08,33,72120.1,75985.25,0,-1
0,TRANSFER,9039.37,1430,81642.63,72603.25,52,75080.96,84120.32,0,-1
0,TRANSFER,2799.76,1417,93646.29,90846.53,92,74152.17,76951.93,0,-1
0,TRANSFER,8054.57,16,50963.87,42909.29,20,92574.86,100629.43,0,-1
0,TRANSFER,2956.43,402,85213.89,82257.46,956,73930.64,76887.07,0,-1
0,TRANSFER,3293.83,1264,99376.2,96082.37,15,55743.03,59036.86,0,-1
0,TRANSFER,5887.61,522,75026.07,69138.45,26,71104.19,76991.81,0,-1
0,TRANSFER,5286.58,1046,69097.64,63811.05,334,51686.87,56973.45,0,-1
0,TRANSFER,7952.54,1128,73657.67,65705.12,43,109965.99,117918.53,0,-1
0,TRANSFER,5366.29,1380,58293.03,52926.73,18,92937.22,98303.52,0,-1
0,TRANSFER,3358.68,94,66364.39,63005.71,17,97514.42,100873.1,0,-1
0,TRANSFER,9953.99,1406,52516.3,42562.31,249,55985.35,65939.35,0,-1
0,TRANSFER,5161.77,77,95122.21,89960.42,25,102457.32,107619.1,0,-1
0,TRANSFER,8124.44,778,64440.78,56316.33,657,64737.3,72861.75,0,-1
0,TRANSFER,6193.1,1330,91792.93,85599.83,26,76991.81,83184.91,0,-1
0,TRANSFER,2198.52,751,86133.9,83935.38,141,67069.84,69268.36,0,-1
0,TRANSFER,3071.48,882,67809.78,64738.29,33,75985.25,79056.73,0,-1
0,TRANSFER,4131.26,380,67431.2,63299.94,50,72213.15,76344.41,0,-1
0,TRANSFER,6125.88,211,73834.14,67708.25,740,84520.52,90646.4,0,-1
0,TRANSFER,7852.02,863,89755.39,81903.36,64,46707.14,54559.16,0,-1
0,TRANSFER,6619.26,36,89970.5,83351.23,52,84120.32,90739.6,0,-1
0,TRANSFER,5490.3,1394,69667.28,64176.98,207,89779.81,95270.11,0,-1
0,TRANSFER,4682.79,914,54958.32,50275.52,1423,61914.57,66597.36,0,-1
0,TRANSFER,2309.37,645,63785.05,61475.67,369,93680.79,95990.16,0,-1
0,TRANSFER,4549.37,288,66011.77,61462.4,43,117918.53,122467.91,0,-1
0,TRANSFER,8880.46,977,73678.42,64797.96,26,83184.91,92065.38,0,-1
0,TRANSFER,9459.99,1333,76743.14,67283.15,5,77717.43,87177.42,0,-1
0,TRANSFER,9228.14,1395,57115.6,47887.46,1037,86658.74,95886.88,0,-1
0,TRANSFER,5275.88,946,73573.43,68297.55,3,90324.39,95600.28,0,-1
0,TRANSFER,6642.91,910,81409.11,74766.2,11,81167.9,87810.82,0,-1
0,TRANSFER,7311.85,910,74766.2,67454.34,911,97899.07,105210.93,0,-1
0,TRANSFER,9455.92,1325,74940.52,65484.59,256,75384.32,84840.25,0,-1
0,TRANSFER,8390.07,595,75930.88,67540.81,35,83730.84,92120.91,0,-1
0,TRANSFER,3537.87,1348,95903.28,92365.41,257,86177.14,89715.02,0,-1
0,TRANSFER,5835.5,11,87810.82,81975.31,39,77772.3,83607.81,0,-1
0,TRANSFER,3203.48,1015,54886.19,51682.71,30,66413.13,69616.62,0,-1
0,TRANSFER,4660.89,918,74100.85,69439.96,7,102655.18,107316.08,0,-1
0,TRANSFER,348.14,907,60549.48,60201.33,193,87490.39,87838.54,0,-1
0,TRANSFER,8974.92,907,60201.33,51226.41,193,87838.54,96813.46,0,-1
0,TRANSFER,4830.76,399,81962.53,77131.76,51,60511.57,65342.33,0,-1
0,TRANSFER,9167.34,396,56187.91,47020.56,71,56560.5,65727.85,0,-1
0,TRANSFER,681.25,396,47020.56,46339.3,71,65727.85,66409.1,0,-1
0,TRANSFER,7597.36,1157,76773.29,69175.92,87,79159.89,86757.26,0,-1
0,TRANSFER,1484.14,1135,58798.87,57314.72,44,59551.52,61035.66,0,-1
0,TRANSFER,3407.45,1004,70659.46,67252.0,26,92065.38,95472.83,0,-1
0,TRANSFER,7736.08,885,82918.5,75182.41,346,88999.74,96735.82,0,-1
0,TRANSFER,8572.2,1326,84650.89,76078.68,21,100951.36,109523.57,0,-1
0,TRANSFER,671.51,1326,76078.68,75407.17,125,66850.85,67522.36,0,-1
0,TRANSFER,1009.25,1155,83087.99,82078.74,166,90774.21,91783.46,0,-1
0,TRANSFER,2693.38,1238,61425.25,58731.86,9,93223.11,95916.5,1,0
0,TRANSFER,4503.35,9,95916.5,91413.14,288,61462.4,65965.75,0,-1
0,TRANSFER,3526.41,1154,68845.0,65318.59,170,88841.49,92367.9,0,-1
0,TRANSFER,7853.73,3,95600.28,87746.54,275,77084.42,84938.15,0,-1
0,TRANSFER,7643.17,626,80776.39,73133.21,8,125736.02,133379.2,0,-1
0,TRANSFER,7767.37,957,77295.6,69528.23,21,109523.57,117290.94,0,-1
0,TRANSFER,4322.76,957,69528.23,65205.46,657,72861.75,77184.5,0,-1
0,TRANSFER,1013.81,917,63243.32,62229.5,17,100873.1,101886.92,0,-1
0,TRANSFER,7233.53,900,72667.65,65434.12,113,86478.77,93712.3,0,-1
0,TRANSFER,7962.85,557,95359.07,87396.22,33,79056.73,87019.58,0,-1
0,TRANSFER,4885.78,1200,75598.46,70712.67,18,98303.52,103189.31,0,-1
0,TRANSFER,9187.26,1319,73531.28,64344.01,1416,55651.23,64838.49,0,-1
0,TRANSFER,7789.64,1425,58113.98,50324.33,14,50091.74,57881.39,0,-1
0,TRANSFER,1747.76,1165,56905.62,55157.85,23,97181.07,98928.84,0,-1
0,TRANSFER,2441.19,1421,95669.06,93227.86,20,100629.43,103070.63,0,-1
0,TRANSFER,9049.35,1421,93227.86,84178.51,323,50897.17,59946.53,0,-1
0,TRANSFER,6256.36,1105,70204.0,63947.64,104,82216.59,88472.96,0,-1
0,TRANSFER,2226.13,28,69375.75,67149.6,17,101886.92,104113.06,0,-1
0,TRANSFER,2438.12,107,104314.56,101876.43,731,93713.35,96151.46,0,-1
0,TRANSFER,5374.94,921,98824.74,93449.79,238,99453.43,104828.38,0,-1
0,TRANSFER,7619.51,1009,56979.17,49359.65,62,91051.9,98671.42,0,-1
0,TRANSFER,3096.03,608,94031.47,90935.43,120,78200.13,81296.17,0,-1
0,TRANSFER,2743.57,1404,91282.96,88539.38,147,66824.85,69568.43,0,-1
0,TRANSFER,9856.91,783,97368.1,87511.19,98,88949.0,98805.91,0,-1
0,TRANSFER,1777.39,1040,91401.89,89624.49,85,84852.57,86629.97,0,-1
0,TRANSFER,8424.75,1409,88230.56,79805.8,36,83351.23,91775.98,0,-1
0,TRANSFER,4692.0,1332,82676.17,77984.17,21,117290.94,121982.95,0,-1
0,TRANSFER,448.43,1332,77984.17,77535.73,40,91075.52,91523.96,0,-1
0,TRANSFER,9665.39,26,95472.83,85807.44,1220,87349.96,97015.35,0,-1
0,TRANSFER,3525.4,108,69923.27,66397.86,53,71439.3,74964.71,1,1
0,TRANSFER,4141.43,53,74964.71,70823.28,668,83712.85,87854.28,0,-1
0,TRANSFER,6491.4,53,70823.28,64331.87,668,87854.28,94345.69,0,-1
0,TRANSFER,6812.46,899,65019.69,58207.23,40,91523.96,98336.42,0,-1
0,TRANSFER,8790.91,969,85449.85,76658.93,3,87746.54,96537.46,0,-1
0,TRANSFER,4907.97,1429,59263.46,54355.48,28,67149.6,72057.58,0,-1
0,TRANSFER,7536.71,126,86071.34,78534.63,24,60584.41,68121.13,0,-1
0,TRANSFER,5788.18,799,85566.06,79777.88,28,72057.58,77845.76,0,-1
0,TRANSFER,5595.68,1193,77085.54,71489.85,367,70594.65,76190.34,0,-1
0,TRANSFER,9612.46,116,77578.22,67965.75,19,78765.18,88377.65,0,-1
0,TRANSFER,5118.81,890,59161.67,54042.86,19,88377.65,93496.46,0,-1
0,TRANSFER,274.72,1343,60978.92,60704.2,29,100404.56,100679.28,0,-1
0,TRANSFER,4330.45,1343,60704.2,56373.75,324,55136.58,59467.04,0,-1
0,TRANSFER,7434.11,1127,54121.89,46687.77,205,87577.29,95011.41,0,-1
0,TRANSFER,6760.0,968,89115.07,82355.06,24,68121.13,74881.14,0,-1
0,TRANSFER,5998.46,976,80845.82,74847.35,77,89960.42,95958.89,0,-1
0,TRANSFER,4633.29,1011,52402.01,47768.71,117,68475.17,73108.47,0,-1
0,TRANSFER,4687.72,71,66409.1,61721.38,25,107619.1,112306.82,0,-1
0,TRANSFER,7552.68,384,80738.59,73185.9,58,97111.38,104664.07,0,-1
0,TRANSFER,6621.14,384,73185.9,66564.76,33,87019.58,93640.72,0,-1
0,TRANSFER,5419.09,19,93496.46,88077.37,44,61035.66,66454.75,0,-1
0,TRANSFER,7714.11,1023,76532.68,68818.57,338,58570.94,66285.05,0,-1
0,TRANSFER,2787.23,63,76407.42,73620.18,12,78944.27,81731.5,0,-1
0,TRANSFER,9192.06,1418,64969.1,55777.05,68,91489.85,100681.91,0,-1
0,TRANSFER,858.66,1297,67026.81,66168.14,28,77845.76,78704.42,0,-1
0,TRANSFER,9665.62,405,59174.62,49509.0,197,100615.29,110280.92,0,-1
0,TRANSFER,5244.99,904,94797.97,89552.98,13,103047.37,108292.36,0,-1
0,TRANSFER,277.96,979,90078.57,89800.6,127,61911.28,62189.25,0,-1
0,TRANSFER,8330.67,1436,71078.18,62747.51,62,98671.42,107002.09,0,-1
0,TRANSFER,2011.64,1414,81687.97,79676.33,231,64272.01,66283.66,0,-1
0,TRANSFER,1433.45,1382,73603.64,72170.19,10,103487.65,104921.1,0,-1
0,TRANSFER,7082.16,859,59116.58,52034.42,40,98336.42,105418.59,0,-1
0,TRANSFER,547.45,1045,62831.17,62283.71,386,48397.35,48944.81,0,-1
1,TRANSFER,9527.22,1403,50855.32,41328.09,645,61475.67,71002.9,0,-1
1,TRANSFER,5215.91,1375,59494.53,54278.62,32,63168.99,68384.91,0,-1
1,TRANSFER,4598.79,921,93449.79,88851.0,238,104828.38,109427.17,0,-1
1,TRANSFER,893.44,1379,97259.11,96365.67,81,94429.59,95323.03,0,-1
1,TRANSFER,8930.0,95,74921.18,65991.17,989,50330.85,59260.86,0,-1
1,TRANSFER,6128.22,385,99882.13,93753.9,139,55661.17,61789.39,0,-1
1,TRANSFER,2516.49,1350,73887.78,71371.29,48,90026.56,92543.06,0,-1
1,TRANSFER,2645.4,119,59450.43,56805.03,110,73183.32,75828.71,0,-1
1,TRANSFER,6029.67,79,102000.53,95970.85,139,61789.39,67819.07,0,-1
1,TRANSFER,7975.08,1331,59272.87,51297.78,967,63646.17,71621.26,0,-1
1,TRANSFER,4051.42,378,96069.59,92018.16,1033,91716.2,95767.63,0,-1
1,TRANSFER,9331.85,120,81296.17,71964.32,34,61343.35,70675.2,0,-1
1,TRANSFER,8094.5,1377,91238.25,83143.74,77,95958.89,104053.4,0,-1
1,TRANSFER,4403.38,621,81115.7,76712.32,33,93640.72,98044.11,0,-1
1,TRANSFER,7019.06,1373,67780.9,60761.83,30,69616.62,76635.68,0,-1
1,TRANSFER,7180.18,499,98841.79,91661.61,1225,50313.87,57494.05,0,-1
1,TRANSFER,8376.97,1289,89232.39,80855.42,322,97815.07,106192.04,0,-1
1,TRANSFER,7045.8,818,61383.82,54338.02,58,104664.07,111709.87,0,-1
1,TRANSFER,3451.81,956,76887.07,73435.25,7,107316.08,110767.9,0,-1
1,TRANSFER,4725.62,1320,87865.92,83140.29,11,81975.31,86700.93,0,-1
1,TRANSFER,6217.75,1337,82940.5,76722.73,47,58729.56,64947.32,0,-1
1,TRANSFER,1113.26,1345,92047.15,90933.89,29,100679.28,101792.55,0,-1
1,TRANSFER,8652.45,1357,43828.16,35175.7,48,92543.06,101195.52,0,-1
1,TRANSFER,6566.39,1357,35175.7,28609.31,48,101195.52,107761.91,0,-1
1,TRANSFER,3316.64,57,74652.77,71336.12,36,91775.98,95092.63,0,-1
1,TRANSFER,3924.96,607,72975.39,69050.42,45,83928.12,87853.08,0,-1
1,TRANSFER,5876.8,1022,99825.03,93948.22,64,54559.16,60435.96,0,-1
1,TRANSFER,9670.27,290,92805.29,83135.02,19,88077.37,97747.64,0,-1
1,TRANSFER,7534.15,1270,90749.09,83214.93,11,86700.93,94235.08,0,-1
1,TRANSFER,8193.78,1161,95574.07,87380.29,977,64797.96,72991.74,0,-1
1,TRANSFER,3623.74,386,48944.81,45321.07,23,98928.84,102552.58,0,-1
1,TRANSFER,643.08,1405,59233.71,58590.62,16,42909.29,43552.37,0,-1
1,TRANSFER,780.93,1405,58590.62,57809.69,16,43552.37,44333.31,0,-1
1,TRANSFER,3095.88,92,76951.93,73856.04,612,69285.15,72381.04,0,-1
1,TRANSFER,543.95,32,68384.91,67840.96,28,78704.42,79248.39,0,-1
1,TRANSFER,1261.3,627,69694.89,68433.59,699,93730.18,94991.49,0,-1
1,TRANSFER,3415.57,1374,50172.33,46756.76,43,122467.91,125883.48,0,-1
1,TRANSFER,2065.52,900,65434.12,63368.59,110,75828.71,77894.24,0,-1
1,TRANSFER,8671.75,1189,72770.28,64098.53,23,102552.58,111224.33,0,-1
1,TRANSFER,7282.73,1136,78769.75,71487.02,11,94235.08,101517.82,0,-1
1,TRANSFER,4361.15,1397,61663.23,57302.07,767,72058.02,76419.18,0,-1
1,TRANSFER,7981.86,40,105418.59,97436.73,30,76635.68,84617.55,0,-1
1,TRANSFER,1339.21,932,72311.77,70972.55,9,91413.14,92752.35,0,-1
1,TRANSFER,5047.89,761,56693.87,51645.98,190,66852.89,71900.78,0,-1
1,TRANSFER,8128.93,1114,93648.11,85519.17,20,103070.63,111199.57,0,-1
1,TRANSFER,5232.0,7,110767.9,105535.89,4,97660.64,102892.64,0,-1
1,TRANSFER,4342.25,65,52517.32,48175.07,38,89463.22,93805.47,0,-1
1,TRANSFER,9566.42,1381,87711.07,78144.64,62,107002.09,116568.51,0,-1
1,TRANSFER,5240.31,863,81903.36,76663.05,29,101792.55,107032.86,0,-1
1,TRANSFER,299.54,91,79032.78,78733.23,24,74881.14,75180.68,0,-1
1,TRANSFER,559.66,130,50273.53,49713.87,43,125883.48,126443.14,0,-1
1,TRANSFER,6532.2,868,71006.54,64474.33,47,64947.32,71479.53,0,-1
1,TRANSFER,6785.53,48,107761.91,100976.37,14,57881.39,64666.92,0,-1
1,TRANSFER,3459.86,509,58632.12,55172.25,436,88498.17,91958.03,0,-1
1,TRANSFER,4534.25,1184,89291.45,84757.19,70,89530.07,94064.32,0,-1
1,TRANSFER,9426.53,380,63299.94,53873.4,27,82361.41,91787.94,0,-1
1,TRANSFER,5939.33,864,69412.92,63473.58,35,92120.91,98060.25,0,-1
1,TRANSFER,9128.73,1321,76236.89,67108.14,346,96735.82,105864.57,0,-1
1,TRANSFER,8510.32,1435,59160.53,50650.21,30,84617.55,93127.87,0,-1
1,TRANSFER,2065.62,952,96784.92,94719.29,41,97443.84,99509.46,0,-1
1,TRANSFER,8916.4,214,58024.28,49107.87,10,104921.1,113837.51,0,-1
1,TRANSFER,5595.48,1262,69938.96,64343.47,14,64666.92,70262.42,0,-1
1,TRANSFER,365.95,929,87249.85,86883.89,166,91783.46,92149.41,0,-1
1,TRANSFER,6918.56,960,80277.0,73358.43,25,112306.82,119225.39,0,-1
1,TRANSFER,3952.84,109,63078.12,59125.27,4,102892.64,106845.49,0,-1
1,TRANSFER,8291.85,68,100681.91,92390.06,97,51591.33,59883.19,0,-1
